Learning rate,l2 penalty parameter,Batchsize,Number of Epochs,Performance
5,0.7,80,2560,0.2095
5,0.7,160,5,0.20756
5,0.7,160,10,0.20756
5,0.7,160,20,0.20756
5,0.7,160,40,0.20756
5,0.7,160,80,0.20756
5,0.7,160,160,0.20756
5,0.7,160,320,0.20756
5,0.7,160,640,0.20756
5,0.7,160,1280,0.20756
5,0.7,160,2560,0.20756
5,0.7,320,5,0.206149
5,0.7,320,10,0.206149
5,0.7,320,20,0.206149
5,0.7,320,40,0.206149
5,0.7,320,80,0.206149
5,0.7,320,160,0.206149
5,0.7,320,320,0.206149
5,0.7,320,640,0.206149
5,0.7,320,1280,0.206149
5,0.7,320,2560,0.206149
5,0.7,640,5,0.209271
5,0.7,640,10,0.206771
5,0.7,640,20,0.206562
5,0.7,640,40,0.206562
5,0.7,640,80,0.206562
5,0.7,640,160,0.206562
5,0.7,640,320,0.206562
5,0.7,640,640,0.206562
5,0.7,640,1280,0.206562
5,0.7,640,2560,0.206562
5,0.7,1280,5,0.221875
5,0.7,1280,10,0.212835
5,0.7,1280,20,0.211161
5,0.7,1280,40,0.211049
5,0.7,1280,80,0.211049
5,0.7,1280,160,0.211049
5,0.7,1280,320,0.211049
5,0.7,1280,640,0.211049
5,0.7,1280,1280,0.211049
5,0.7,1280,2560,0.211049
5,0.7,2560,5,0.24388
5,0.7,2560,10,0.229036
5,0.7,2560,20,0.219792
5,0.7,2560,40,0.218099
5,0.7,2560,80,0.217708
5,0.7,2560,160,0.217708
5,0.7,2560,320,0.217708
5,0.7,2560,640,0.217708
5,0.7,2560,1280,0.217708
5,0.7,2560,2560,0.217708
5,0.8,20,5,0.213
5,0.8,20,10,0.213
5,0.8,20,20,0.213
5,0.8,20,40,0.213
5,0.8,20,80,0.213
5,0.8,20,160,0.213
5,0.8,20,320,0.213
5,0.8,20,640,0.213
5,0.8,20,1280,0.213
5,0.8,20,2560,0.213
5,0.8,40,5,0.2132
5,0.8,40,10,0.2132
5,0.8,40,20,0.2132
5,0.8,40,40,0.2132
5,0.8,40,80,0.2132
5,0.8,40,160,0.2132
5,0.8,40,320,0.2132
5,0.8,40,640,0.2132
5,0.8,40,1280,0.2132
5,0.8,40,2560,0.2132
5,0.8,80,5,0.2152
5,0.8,80,10,0.2152
5,0.8,80,20,0.2152
5,0.8,80,40,0.2152
5,0.8,80,80,0.2152
5,0.8,80,160,0.2152
5,0.8,80,320,0.2152
5,0.8,80,640,0.2152
5,0.8,80,1280,0.2152
5,0.8,80,2560,0.2152
5,0.8,160,5,0.213306
5,0.8,160,10,0.213306
5,0.8,160,20,0.213306
5,0.8,160,40,0.213306
5,0.8,160,80,0.213306
5,0.8,160,160,0.213306
5,0.8,160,320,0.213306
5,0.8,160,640,0.213306
5,0.8,160,1280,0.213306
5,0.8,160,2560,0.213306
5,0.8,320,5,0.211794
5,0.8,320,10,0.211593
5,0.8,320,20,0.211593
5,0.8,320,40,0.211593
5,0.8,320,80,0.211593
5,0.8,320,160,0.211593
5,0.8,320,320,0.211593
5,0.8,320,640,0.211593
5,0.8,320,1280,0.211593
5,0.8,320,2560,0.211593
5,0.8,640,5,0.213437
5,0.8,640,10,0.212396
5,0.8,640,20,0.212292
5,0.8,640,40,0.212292
5,0.8,640,80,0.212292
5,0.8,640,160,0.212292
5,0.8,640,320,0.212292
5,0.8,640,640,0.212292
5,0.8,640,1280,0.212292
5,0.8,640,2560,0.212292
5,0.8,1280,5,0.223884
5,0.8,1280,10,0.217522
5,0.8,1280,20,0.216518
5,0.8,1280,40,0.216518
5,0.8,1280,80,0.216518
5,0.8,1280,160,0.216518
5,0.8,1280,320,0.216518
5,0.8,1280,640,0.216518
5,0.8,1280,1280,0.216518
5,0.8,1280,2560,0.216518
5,0.8,2560,5,0.244792
5,0.8,2560,10,0.232031
5,0.8,2560,20,0.223047
5,0.8,2560,40,0.222656
5,0.8,2560,80,0.222656
5,0.8,2560,160,0.222656
5,0.8,2560,320,0.222656
5,0.8,2560,640,0.222656
5,0.8,2560,1280,0.222656
5,0.8,2560,2560,0.222656
5,0.9,20,5,0.2229
5,0.9,20,10,0.2229
5,0.9,20,20,0.2229
5,0.9,20,40,0.2229
5,0.9,20,80,0.2229
5,0.9,20,160,0.2229
5,0.9,20,320,0.2229
5,0.9,20,640,0.2229
5,0.9,20,1280,0.2229
5,0.9,20,2560,0.2229
5,0.9,40,5,0.2181
5,0.9,40,10,0.2181
5,0.9,40,20,0.2181
5,0.9,40,40,0.2181
5,0.9,40,80,0.2181
5,0.9,40,160,0.2181
5,0.9,40,320,0.2181
5,0.9,40,640,0.2181
5,0.9,40,1280,0.2181
5,0.9,40,2560,0.2181
5,0.9,80,5,0.2194
5,0.9,80,10,0.2194
5,0.9,80,20,0.2194
5,0.9,80,40,0.2194
5,0.9,80,80,0.2194
5,0.9,80,160,0.2194
5,0.9,80,320,0.2194
5,0.9,80,640,0.2194
5,0.9,80,1280,0.2194
5,0.9,80,2560,0.2194
5,0.9,160,5,0.218448
5,0.9,160,10,0.218448
5,0.9,160,20,0.218448
5,0.9,160,40,0.218448
5,0.9,160,80,0.218448
5,0.9,160,160,0.218448
5,0.9,160,320,0.218448
5,0.9,160,640,0.218448
5,0.9,160,1280,0.218448
5,0.9,160,2560,0.218448
5,0.9,320,5,0.215625
5,0.9,320,10,0.215625
5,0.9,320,20,0.215625
5,0.9,320,40,0.215625
5,0.9,320,80,0.215625
5,0.9,320,160,0.215625
5,0.9,320,320,0.215625
5,0.9,320,640,0.215625
5,0.9,320,1280,0.215625
5,0.9,320,2560,0.215625
5,0.9,640,5,0.217188
5,0.9,640,10,0.216042
5,0.9,640,20,0.216042
5,0.9,640,40,0.216042
5,0.9,640,80,0.216042
5,0.9,640,160,0.216042
5,0.9,640,320,0.216042
5,0.9,640,640,0.216042
5,0.9,640,1280,0.216042
5,0.9,640,2560,0.216042
5,0.9,1280,5,0.226562
5,0.9,1280,10,0.22221
5,0.9,1280,20,0.220647
5,0.9,1280,40,0.220647
5,0.9,1280,80,0.220647
5,0.9,1280,160,0.220647
5,0.9,1280,320,0.220647
5,0.9,1280,640,0.220647
5,0.9,1280,1280,0.220647
5,0.9,1280,2560,0.220647
5,0.9,2560,5,0.246094
5,0.9,2560,10,0.234766
5,0.9,2560,20,0.228516
5,0.9,2560,40,0.227083
5,0.9,2560,80,0.227083
5,0.9,2560,160,0.227083
5,0.9,2560,320,0.227083
5,0.9,2560,640,0.227083
5,0.9,2560,1280,0.227083
5,0.9,2560,2560,0.227083
5,1,20,5,0.2335
5,1,20,10,0.2335
5,1,20,20,0.2335
5,1,20,40,0.2335
5,1,20,80,0.2335
5,1,20,160,0.2335
5,1,20,320,0.2335
5,1,20,640,0.2335
5,1,20,1280,0.2335
5,1,20,2560,0.2335
5,1,40,5,0.2231
5,1,40,10,0.2231
5,1,40,20,0.2231
5,1,40,40,0.2231
5,1,40,80,0.2231
5,1,40,160,0.2231
5,1,40,320,0.2231
5,1,40,640,0.2231
5,1,40,1280,0.2231
5,1,40,2560,0.2231
5,1,80,5,0.2228
5,1,80,10,0.2228
5,1,80,20,0.2228
5,1,80,40,0.2228
5,1,80,80,0.2228
5,1,80,160,0.2228
5,1,80,320,0.2228
5,1,80,640,0.2228
5,1,80,1280,0.2228
5,1,80,2560,0.2228
5,1,160,5,0.223286
5,1,160,10,0.223286
5,1,160,20,0.223286
5,1,160,40,0.223286
5,1,160,80,0.223286
5,1,160,160,0.223286
5,1,160,320,0.223286
5,1,160,640,0.223286
5,1,160,1280,0.223286
5,1,160,2560,0.223286
5,1,320,5,0.219657
5,1,320,10,0.219657
5,1,320,20,0.219657
5,1,320,40,0.219657
5,1,320,80,0.219657
5,1,320,160,0.219657
5,1,320,320,0.219657
5,1,320,640,0.219657
5,1,320,1280,0.219657
5,1,320,2560,0.219657
5,1,640,5,0.219896
5,1,640,10,0.219896
5,1,640,20,0.219896
5,1,640,40,0.219896
5,1,640,80,0.219896
5,1,640,160,0.219896
5,1,640,320,0.219896
5,1,640,640,0.219896
5,1,640,1280,0.219896
5,1,640,2560,0.219896
5,1,1280,5,0.229799
5,1,1280,10,0.225335
5,1,1280,20,0.224888
5,1,1280,40,0.224888
5,1,1280,80,0.224888
5,1,1280,160,0.224888
5,1,1280,320,0.224888
5,1,1280,640,0.224888
5,1,1280,1280,0.224888
5,1,1280,2560,0.224888
5,1,2560,5,0.246484
5,1,2560,10,0.23763
5,1,2560,20,0.232031
5,1,2560,40,0.23112
5,1,2560,80,0.23112
5,1,2560,160,0.23112
5,1,2560,320,0.23112
5,1,2560,640,0.23112
5,1,2560,1280,0.23112
5,1,2560,2560,0.23112
6,0,20,5,0.1014
6,0,20,10,0.0921
6,0,20,20,0.0848
6,0,20,40,0.0813
6,0,20,80,0.0809
6,0,20,160,0.0809
6,0,20,320,0.0809
6,0,20,640,0.0809
6,0,20,1280,0.0809
6,0,20,2560,0.0809
6,0,40,5,0.1149
6,0,40,10,0.1016
6,0,40,20,0.0928
6,0,40,40,0.0848
6,0,40,80,0.0812
6,0,40,160,0.0798
6,0,40,320,0.0798
6,0,40,640,0.0798
6,0,40,1280,0.0798
6,0,40,2560,0.0798
6,0,80,5,0.1292
6,0,80,10,0.1149
6,0,80,20,0.1016
6,0,80,40,0.0932
6,0,80,80,0.0852
6,0,80,160,0.0827
6,0,80,320,0.0827
6,0,80,640,0.0827
6,0,80,1280,0.0827
6,0,80,2560,0.0827
6,0,160,5,0.15
6,0,160,10,0.129435
6,0,160,20,0.115423
6,0,160,40,0.101714
6,0,160,80,0.093649
6,0,160,160,0.09002
6,0,160,320,0.09002
6,0,160,640,0.09002
6,0,160,1280,0.09002
6,0,160,2560,0.09002
6,0,320,5,0.172984
6,0,320,10,0.149294
6,0,320,20,0.129133
6,0,320,40,0.115323
6,0,320,80,0.101714
6,0,320,160,0.093548
6,0,320,320,0.090323
6,0,320,640,0.090323
6,0,320,1280,0.090323
6,0,320,2560,0.090323
6,0,640,5,0.206875
6,0,640,10,0.174375
6,0,640,20,0.150521
6,0,640,40,0.130312
6,0,640,80,0.116354
6,0,640,160,0.104063
6,0,640,320,0.104063
6,0,640,640,0.104063
6,0,640,1280,0.104063
6,0,640,2560,0.104063
6,0,1280,5,0.239621
6,0,1280,10,0.211496
6,0,1280,20,0.178348
6,0,1280,40,0.155022
6,0,1280,80,0.134152
6,0,1280,160,0.119754
6,0,1280,320,0.116406
6,0,1280,640,0.116406
6,0,1280,1280,0.116406
6,0,1280,2560,0.116406
6,0,2560,5,0.263411
6,0,2560,10,0.246875
6,0,2560,20,0.21875
6,0,2560,40,0.186719
6,0,2560,80,0.163672
6,0,2560,160,0.142187
6,0,2560,320,0.13125
6,0,2560,640,0.13125
6,0,2560,1280,0.13125
6,0,2560,2560,0.13125
6,0.1,20,5,0.1362
6,0.1,20,10,0.1343
6,0.1,20,20,0.1343
6,0.1,20,40,0.1343
6,0.1,20,80,0.1343
6,0.1,20,160,0.1343
6,0.1,20,320,0.1343
6,0.1,20,640,0.1343
6,0.1,20,1280,0.1343
6,0.1,20,2560,0.1343
6,0.1,40,5,0.1377
6,0.1,40,10,0.1361
6,0.1,40,20,0.1359
6,0.1,40,40,0.1359
6,0.1,40,80,0.1359
6,0.1,40,160,0.1359
6,0.1,40,320,0.1359
6,0.1,40,640,0.1359
6,0.1,40,1280,0.1359
6,0.1,40,2560,0.1359
6,0.1,80,5,0.1451
6,0.1,80,10,0.137
6,0.1,80,20,0.1357
6,0.1,80,40,0.1357
6,0.1,80,80,0.1357
6,0.1,80,160,0.1357
6,0.1,80,320,0.1357
6,0.1,80,640,0.1357
6,0.1,80,1280,0.1357
6,0.1,80,2560,0.1357
6,0.1,160,5,0.158468
6,0.1,160,10,0.146069
6,0.1,160,20,0.137601
6,0.1,160,40,0.136694
6,0.1,160,80,0.136694
6,0.1,160,160,0.136694
6,0.1,160,320,0.136694
6,0.1,160,640,0.136694
6,0.1,160,1280,0.136694
6,0.1,160,2560,0.136694
6,0.1,320,5,0.179335
6,0.1,320,10,0.158972
6,0.1,320,20,0.145363
6,0.1,320,40,0.138206
6,0.1,320,80,0.136794
6,0.1,320,160,0.136794
6,0.1,320,320,0.136794
6,0.1,320,640,0.136794
6,0.1,320,1280,0.136794
6,0.1,320,2560,0.136794
6,0.1,640,5,0.209271
6,0.1,640,10,0.180938
6,0.1,640,20,0.160625
6,0.1,640,40,0.146458
6,0.1,640,80,0.139271
6,0.1,640,160,0.138438
6,0.1,640,320,0.138438
6,0.1,640,640,0.138438
6,0.1,640,1280,0.138438
6,0.1,640,2560,0.138438
6,0.1,1280,5,0.240625
6,0.1,1280,10,0.214286
6,0.1,1280,20,0.185156
6,0.1,1280,40,0.164174
6,0.1,1280,80,0.150335
6,0.1,1280,160,0.145536
6,0.1,1280,320,0.145536
6,0.1,1280,640,0.145536
6,0.1,1280,1280,0.145536
6,0.1,1280,2560,0.145536
6,0.1,2560,5,0.263802
6,0.1,2560,10,0.247526
6,0.1,2560,20,0.220964
6,0.1,2560,40,0.192187
6,0.1,2560,80,0.172135
6,0.1,2560,160,0.159375
6,0.1,2560,320,0.153776
6,0.1,2560,640,0.153776
6,0.1,2560,1280,0.153776
6,0.1,2560,2560,0.153776
6,0.2,20,5,0.1574
6,0.2,20,10,0.1574
6,0.2,20,20,0.1574
6,0.2,20,40,0.1574
6,0.2,20,80,0.1574
6,0.2,20,160,0.1574
6,0.2,20,320,0.1574
6,0.2,20,640,0.1574
6,0.2,20,1280,0.1574
6,0.2,20,2560,0.1574
6,0.2,40,5,0.1574
6,0.2,40,10,0.1568
6,0.2,40,20,0.1568
6,0.2,40,40,0.1568
6,0.2,40,80,0.1568
6,0.2,40,160,0.1568
6,0.2,40,320,0.1568
6,0.2,40,640,0.1568
6,0.2,40,1280,0.1568
6,0.2,40,2560,0.1568
6,0.2,80,5,0.1605
6,0.2,80,10,0.1572
6,0.2,80,20,0.1568
6,0.2,80,40,0.1568
6,0.2,80,80,0.1568
6,0.2,80,160,0.1568
6,0.2,80,320,0.1568
6,0.2,80,640,0.1568
6,0.2,80,1280,0.1568
6,0.2,80,2560,0.1568
6,0.2,160,5,0.167944
6,0.2,160,10,0.159677
6,0.2,160,20,0.157157
6,0.2,160,40,0.157157
6,0.2,160,80,0.157157
6,0.2,160,160,0.157157
6,0.2,160,320,0.157157
6,0.2,160,640,0.157157
6,0.2,160,1280,0.157157
6,0.2,160,2560,0.157157
6,0.2,320,5,0.184778
6,0.2,320,10,0.168649
6,0.2,320,20,0.159476
6,0.2,320,40,0.157359
6,0.2,320,80,0.157359
6,0.2,320,160,0.157359
6,0.2,320,320,0.157359
6,0.2,320,640,0.157359
6,0.2,320,1280,0.157359
6,0.2,320,2560,0.157359
6,0.2,640,5,0.212083
6,0.2,640,10,0.186042
6,0.2,640,20,0.169792
6,0.2,640,40,0.161875
6,0.2,640,80,0.159687
6,0.2,640,160,0.159687
6,0.2,640,320,0.159687
6,0.2,640,640,0.159687
6,0.2,640,1280,0.159687
6,0.2,640,2560,0.159687
6,0.2,1280,5,0.240737
6,0.2,1280,10,0.216295
6,0.2,1280,20,0.189844
6,0.2,1280,40,0.173661
6,0.2,1280,80,0.165402
6,0.2,1280,160,0.163504
6,0.2,1280,320,0.163504
6,0.2,1280,640,0.163504
6,0.2,1280,1280,0.163504
6,0.2,1280,2560,0.163504
6,0.2,2560,5,0.264193
6,0.2,2560,10,0.247656
6,0.2,2560,20,0.223698
6,0.2,2560,40,0.196875
6,0.2,2560,80,0.180859
6,0.2,2560,160,0.173437
6,0.2,2560,320,0.170443
6,0.2,2560,640,0.170443
6,0.2,2560,1280,0.170443
6,0.2,2560,2560,0.170443
6,0.3,20,5,0.1714
6,0.3,20,10,0.1714
6,0.3,20,20,0.1714
6,0.3,20,40,0.1714
6,0.3,20,80,0.1714
6,0.3,20,160,0.1714
6,0.3,20,320,0.1714
6,0.3,20,640,0.1714
6,0.3,20,1280,0.1714
6,0.3,20,2560,0.1714
6,0.3,40,5,0.1704
6,0.3,40,10,0.1704
6,0.3,40,20,0.1704
6,0.3,40,40,0.1704
6,0.3,40,80,0.1704
6,0.3,40,160,0.1704
6,0.3,40,320,0.1704
6,0.3,40,640,0.1704
6,0.3,40,1280,0.1704
6,0.3,40,2560,0.1704
6,0.3,80,5,0.1718
6,0.3,80,10,0.1707
6,0.3,80,20,0.1707
6,0.3,80,40,0.1707
6,0.3,80,80,0.1707
6,0.3,80,160,0.1707
6,0.3,80,320,0.1707
6,0.3,80,640,0.1707
6,0.3,80,1280,0.1707
6,0.3,80,2560,0.1707
6,0.3,160,5,0.177419
6,0.3,160,10,0.17248
6,0.3,160,20,0.171472
6,0.3,160,40,0.171472
6,0.3,160,80,0.171472
6,0.3,160,160,0.171472
6,0.3,160,320,0.171472
6,0.3,160,640,0.171472
6,0.3,160,1280,0.171472
6,0.3,160,2560,0.171472
6,0.3,320,5,0.190726
6,0.3,320,10,0.177016
6,0.3,320,20,0.172278
6,0.3,320,40,0.171573
6,0.3,320,80,0.171573
6,0.3,320,160,0.171573
6,0.3,320,320,0.171573
6,0.3,320,640,0.171573
6,0.3,320,1280,0.171573
6,0.3,320,2560,0.171573
6,0.3,640,5,0.213958
6,0.3,640,10,0.191875
6,0.3,640,20,0.178854
6,0.3,640,40,0.17375
6,0.3,640,80,0.172604
6,0.3,640,160,0.172604
6,0.3,640,320,0.172604
6,0.3,640,640,0.172604
6,0.3,640,1280,0.172604
6,0.3,640,2560,0.172604
6,0.3,1280,5,0.241183
6,0.3,1280,10,0.218415
6,0.3,1280,20,0.195982
6,0.3,1280,40,0.182589
6,0.3,1280,80,0.177455
6,0.3,1280,160,0.176339
6,0.3,1280,320,0.176339
6,0.3,1280,640,0.176339
6,0.3,1280,1280,0.176339
6,0.3,1280,2560,0.176339
6,0.3,2560,5,0.264583
6,0.3,2560,10,0.248307
6,0.3,2560,20,0.226432
6,0.3,2560,40,0.202734
6,0.3,2560,80,0.190104
6,0.3,2560,160,0.184245
6,0.3,2560,320,0.183464
6,0.3,2560,640,0.183464
6,0.3,2560,1280,0.183464
6,0.3,2560,2560,0.183464
6,0.4,20,5,0.1845
6,0.4,20,10,0.1845
6,0.4,20,20,0.1845
6,0.4,20,40,0.1845
6,0.4,20,80,0.1845
6,0.4,20,160,0.1845
6,0.4,20,320,0.1845
6,0.4,20,640,0.1845
6,0.4,20,1280,0.1845
6,0.4,20,2560,0.1845
6,0.4,40,5,0.1829
6,0.4,40,10,0.1829
6,0.4,40,20,0.1829
6,0.4,40,40,0.1829
6,0.4,40,80,0.1829
6,0.4,40,160,0.1829
6,0.4,40,320,0.1829
6,0.4,40,640,0.1829
6,0.4,40,1280,0.1829
6,0.4,40,2560,0.1829
6,0.4,80,5,0.1821
6,0.4,80,10,0.1821
6,0.4,80,20,0.1821
6,0.4,80,40,0.1821
6,0.4,80,80,0.1821
6,0.4,80,160,0.1821
6,0.4,80,320,0.1821
6,0.4,80,640,0.1821
6,0.4,80,1280,0.1821
6,0.4,80,2560,0.1821
6,0.4,160,5,0.185081
6,0.4,160,10,0.182359
6,0.4,160,20,0.182359
6,0.4,160,40,0.182359
6,0.4,160,80,0.182359
6,0.4,160,160,0.182359
6,0.4,160,320,0.182359
6,0.4,160,640,0.182359
6,0.4,160,1280,0.182359
6,0.4,160,2560,0.182359
6,0.4,320,5,0.195968
6,0.4,320,10,0.185181
6,0.4,320,20,0.183065
6,0.4,320,40,0.183065
6,0.4,320,80,0.183065
6,0.4,320,160,0.183065
6,0.4,320,320,0.183065
6,0.4,320,640,0.183065
6,0.4,320,1280,0.183065
6,0.4,320,2560,0.183065
6,0.4,640,5,0.217187
6,0.4,640,10,0.197083
6,0.4,640,20,0.186354
6,0.4,640,40,0.18375
6,0.4,640,80,0.18375
6,0.4,640,160,0.18375
6,0.4,640,320,0.18375
6,0.4,640,640,0.18375
6,0.4,640,1280,0.18375
6,0.4,640,2560,0.18375
6,0.4,1280,5,0.24096
6,0.4,1280,10,0.222545
6,0.4,1280,20,0.201563
6,0.4,1280,40,0.190179
6,0.4,1280,80,0.187723
6,0.4,1280,160,0.187723
6,0.4,1280,320,0.187723
6,0.4,1280,640,0.187723
6,0.4,1280,1280,0.187723
6,0.4,1280,2560,0.187723
6,0.4,2560,5,0.264714
6,0.4,2560,10,0.248438
6,0.4,2560,20,0.229818
6,0.4,2560,40,0.208594
6,0.4,2560,80,0.196615
6,0.4,2560,160,0.194401
6,0.4,2560,320,0.194401
6,0.4,2560,640,0.194401
6,0.4,2560,1280,0.194401
6,0.4,2560,2560,0.194401
6,0.5,20,5,0.1933
6,0.5,20,10,0.1933
6,0.5,20,20,0.1933
6,0.5,20,40,0.1933
6,0.5,20,80,0.1933
6,0.5,20,160,0.1933
6,0.5,20,320,0.1933
6,0.5,20,640,0.1933
6,0.5,20,1280,0.1933
6,0.5,20,2560,0.1933
6,0.5,40,5,0.1926
6,0.5,40,10,0.1926
6,0.5,40,20,0.1926
6,0.5,40,40,0.1926
6,0.5,40,80,0.1926
6,0.5,40,160,0.1926
6,0.5,40,320,0.1926
6,0.5,40,640,0.1926
6,0.5,40,1280,0.1926
6,0.5,40,2560,0.1926
6,0.5,80,5,0.192
6,0.5,80,10,0.1916
6,0.5,80,20,0.1916
6,0.5,80,40,0.1916
6,0.5,80,80,0.1916
6,0.5,80,160,0.1916
6,0.5,80,320,0.1916
6,0.5,80,640,0.1916
6,0.5,80,1280,0.1916
6,0.5,80,2560,0.1916
6,0.5,160,5,0.192944
6,0.5,160,10,0.191532
6,0.5,160,20,0.191532
6,0.5,160,40,0.191532
6,0.5,160,80,0.191532
6,0.5,160,160,0.191532
6,0.5,160,320,0.191532
6,0.5,160,640,0.191532
6,0.5,160,1280,0.191532
6,0.5,160,2560,0.191532
6,0.5,320,5,0.201109
6,0.5,320,10,0.193952
6,0.5,320,20,0.192742
6,0.5,320,40,0.192742
6,0.5,320,80,0.192742
6,0.5,320,160,0.192742
6,0.5,320,320,0.192742
6,0.5,320,640,0.192742
6,0.5,320,1280,0.192742
6,0.5,320,2560,0.192742
6,0.5,640,5,0.219896
6,0.5,640,10,0.202187
6,0.5,640,20,0.194896
6,0.5,640,40,0.194062
6,0.5,640,80,0.194062
6,0.5,640,160,0.194062
6,0.5,640,320,0.194062
6,0.5,640,640,0.194062
6,0.5,640,1280,0.194062
6,0.5,640,2560,0.194062
6,0.5,1280,5,0.241183
6,0.5,1280,10,0.224219
6,0.5,1280,20,0.206696
6,0.5,1280,40,0.199777
6,0.5,1280,80,0.198437
6,0.5,1280,160,0.198437
6,0.5,1280,320,0.198437
6,0.5,1280,640,0.198437
6,0.5,1280,1280,0.198437
6,0.5,1280,2560,0.198437
6,0.5,2560,5,0.264714
6,0.5,2560,10,0.248568
6,0.5,2560,20,0.232292
6,0.5,2560,40,0.214193
6,0.5,2560,80,0.204948
6,0.5,2560,160,0.203646
6,0.5,2560,320,0.203646
6,0.5,2560,640,0.203646
6,0.5,2560,1280,0.203646
6,0.5,2560,2560,0.203646
6,0.6,20,5,0.2013
6,0.6,20,10,0.2013
6,0.6,20,20,0.2013
6,0.6,20,40,0.2013
6,0.6,20,80,0.2013
6,0.6,20,160,0.2013
6,0.6,20,320,0.2013
6,0.6,20,640,0.2013
6,0.6,20,1280,0.2013
6,0.6,20,2560,0.2013
6,0.6,40,5,0.2009
6,0.6,40,10,0.2009
6,0.6,40,20,0.2009
6,0.6,40,40,0.2009
6,0.6,40,80,0.2009
6,0.6,40,160,0.2009
6,0.6,40,320,0.2009
6,0.6,40,640,0.2009
6,0.6,40,1280,0.2009
6,0.6,40,2560,0.2009
6,0.6,80,5,0.1991
6,0.6,80,10,0.1991
6,0.6,80,20,0.1991
6,0.6,80,40,0.1991
6,0.6,80,80,0.1991
6,0.6,80,160,0.1991
6,0.6,80,320,0.1991
6,0.6,80,640,0.1991
6,0.6,80,1280,0.1991
6,0.6,80,2560,0.1991
6,0.6,160,5,0.200706
6,0.6,160,10,0.199798
6,0.6,160,20,0.199798
6,0.6,160,40,0.199798
6,0.6,160,80,0.199798
6,0.6,160,160,0.199798
6,0.6,160,320,0.199798
6,0.6,160,640,0.199798
6,0.6,160,1280,0.199798
6,0.6,160,2560,0.199798
6,0.6,320,5,0.206452
6,0.6,320,10,0.201109
6,0.6,320,20,0.200202
6,0.6,320,40,0.200202
6,0.6,320,80,0.200202
6,0.6,320,160,0.200202
6,0.6,320,320,0.200202
6,0.6,320,640,0.200202
6,0.6,320,1280,0.200202
6,0.6,320,2560,0.200202
6,0.6,640,5,0.221979
6,0.6,640,10,0.207083
6,0.6,640,20,0.201875
6,0.6,640,40,0.201771
6,0.6,640,80,0.201771
6,0.6,640,160,0.201771
6,0.6,640,320,0.201771
6,0.6,640,640,0.201771
6,0.6,640,1280,0.201771
6,0.6,640,2560,0.201771
6,0.6,1280,5,0.241518
6,0.6,1280,10,0.227009
6,0.6,1280,20,0.211942
6,0.6,1280,40,0.206027
6,0.6,1280,80,0.206027
6,0.6,1280,160,0.206027
6,0.6,1280,320,0.206027
6,0.6,1280,640,0.206027
6,0.6,1280,1280,0.206027
6,0.6,1280,2560,0.206027
6,0.6,2560,5,0.265365
6,0.6,2560,10,0.248307
6,0.6,2560,20,0.234635
6,0.6,2560,40,0.21849
6,0.6,2560,80,0.21276
6,0.6,2560,160,0.212109
6,0.6,2560,320,0.212109
6,0.6,2560,640,0.212109
6,0.6,2560,1280,0.212109
6,0.6,2560,2560,0.212109
6,0.7,20,5,0.2076
6,0.7,20,10,0.2076
6,0.7,20,20,0.2076
6,0.7,20,40,0.2076
6,0.7,20,80,0.2076
6,0.7,20,160,0.2076
6,0.7,20,320,0.2076
6,0.7,20,640,0.2076
6,0.7,20,1280,0.2076
6,0.7,20,2560,0.2076
6,0.7,40,5,0.2087
6,0.7,40,10,0.2087
6,0.7,40,20,0.2087
6,0.7,40,40,0.2087
6,0.7,40,80,0.2087
6,0.7,40,160,0.2087
6,0.7,40,320,0.2087
6,0.7,40,640,0.2087
6,0.7,40,1280,0.2087
6,0.7,40,2560,0.2087
6,0.7,80,5,0.2056
6,0.7,80,10,0.2056
6,0.7,80,20,0.2056
6,0.7,80,40,0.2056
6,0.7,80,80,0.2056
6,0.7,80,160,0.2056
6,0.7,80,320,0.2056
6,0.7,80,640,0.2056
6,0.7,80,1280,0.2056
6,0.7,80,2560,0.2056
6,0.7,160,5,0.206552
6,0.7,160,10,0.205847
6,0.7,160,20,0.205847
6,0.7,160,40,0.205847
6,0.7,160,80,0.205847
6,0.7,160,160,0.205847
6,0.7,160,320,0.205847
6,0.7,160,640,0.205847
6,0.7,160,1280,0.205847
6,0.7,160,2560,0.205847
6,0.7,320,5,0.210181
6,0.7,320,10,0.206452
6,0.7,320,20,0.205746
6,0.7,320,40,0.205746
6,0.7,320,80,0.205746
6,0.7,320,160,0.205746
6,0.7,320,320,0.205746
6,0.7,320,640,0.205746
6,0.7,320,1280,0.205746
6,0.7,320,2560,0.205746
6,0.7,640,5,0.224479
6,0.7,640,10,0.211042
6,0.7,640,20,0.207604
6,0.7,640,40,0.207083
6,0.7,640,80,0.207083
6,0.7,640,160,0.207083
6,0.7,640,320,0.207083
6,0.7,640,640,0.207083
6,0.7,640,1280,0.207083
6,0.7,640,2560,0.207083
6,0.7,1280,5,0.241741
6,0.7,1280,10,0.229241
6,0.7,1280,20,0.216741
6,0.7,1280,40,0.212277
6,0.7,1280,80,0.212277
6,0.7,1280,160,0.212277
6,0.7,1280,320,0.212277
6,0.7,1280,640,0.212277
6,0.7,1280,1280,0.212277
6,0.7,1280,2560,0.212277
6,0.7,2560,5,0.265885
6,0.7,2560,10,0.248177
6,0.7,2560,20,0.236979
6,0.7,2560,40,0.222656
